,trip_id,start_time,stop_time,bike_id,trip_dur,from_station_id,from_station_name,to_station_id,to_station_name,usertype
5776,65934600,2019-03-22 15:32:00,2019-03-22 15:53:00,70515,1260,1000.0,Liberty Ave & Stanwix St,1014.0,Ridge Ave & Brighton Rd (CCAC),Subscriber
5777,65934642,2019-03-22 15:33:00,2019-03-22 15:40:00,70095,445,1094.0,O'Hara St & Desoto St,1034.0,Ellsworth Ave & N Neville St,Customer
5779,65934698,2019-03-22 15:34:00,2019-03-22 15:44:00,70030,601,49731.0,Ross St & Fourth Ave,1048.0,S 18th St & Sidney St,Subscriber
5780,65935286,2019-03-22 15:50:00,2019-03-22 16:18:00,70527,1658,1026.0,Penn Ave & S Whitfield St,1062.0,S Winebiddle St & Penn Ave,Subscriber
5782,65935395,2019-03-22 15:53:00,2019-03-22 15:58:00,70375,288,1026.0,Penn Ave & S Whitfield St,49431.0,Penn Ave & Negley Ave,Subscriber
5784,65936380,2019-03-22 16:19:00,2019-03-22 16:28:00,70329,485,1021.0,Taylor St & Liberty Ave,1035.0,Fifth Ave & S Dithridge St,Subscriber
5785,65936477,2019-03-22 16:23:00,2019-03-22 16:32:00,70286,529,1023.0,Liberty Ave & Baum Blvd,1027.0,Shady Ave & Ellsworth Ave,Subscriber
5788,65937354,2019-03-22 16:50:00,2019-03-23 08:33:00,70085,56570,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),49611.0,24th St & Smallman St,Subscriber
5792,65938532,2019-03-22 17:28:00,2019-03-22 17:38:00,70207,571,1033.0,Ivy St & Walnut St   ,1022.0,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
5793,65938536,2019-03-22 17:28:00,2019-03-22 17:37:00,70420,507,1012.0,North Shore Trail & Fort Duquesne Bridge,1011.0,Fort Duquesne Blvd & 7th St,Subscriber
5794,65938671,2019-03-22 17:32:00,2019-03-22 17:48:00,70561,903,1063.0,Penn Ave & N Atlantic Ave,1033.0,Ivy St & Walnut St   ,Subscriber
5795,65938673,2019-03-22 17:32:00,2019-03-22 17:48:00,70271,951,1063.0,Penn Ave & N Atlantic Ave,1033.0,Ivy St & Walnut St   ,Subscriber
5796,65938848,2019-03-22 17:39:00,2019-03-22 17:48:00,70653,550,1011.0,Fort Duquesne Blvd & 7th St,1017.0,21st St & Penn Ave,Subscriber
5797,65939050,2019-03-22 17:46:00,2019-03-22 17:53:00,70433,372,1045.0,S 27th St & Sidney St. (Southside Works),1048.0,S 18th St & Sidney St,Customer
5798,65939055,2019-03-22 17:46:00,2019-03-22 17:59:00,70245,755,49271.0,S Craig St & 5th Ave,1021.0,Taylor St & Liberty Ave,Customer
5799,65939068,2019-03-22 17:47:00,2019-03-22 17:49:00,70249,138,1046.0,S 25th St & E Carson St,1045.0,S 27th St & Sidney St. (Southside Works),Subscriber
5800,65939227,2019-03-22 17:53:00,2019-03-22 18:17:00,70152,1405,1013.0,Isabella St & Federal St (PNC Park),1047.0,S 22nd St & E Carson St,Customer
5802,65939695,2019-03-22 18:10:00,2019-03-22 18:15:00,70671,286,1020.0,42nd & Penn Ave.,1019.0,42nd St & Butler St,Subscriber
5803,65940530,2019-03-22 18:43:00,2019-03-22 18:53:00,70070,577,1037.0,Frew St & Schenley Dr,1034.0,Ellsworth Ave & N Neville St,Subscriber
5804,65940587,2019-03-22 18:46:00,2019-03-22 19:05:00,70060,1158,1040.0,O'Hara St and University Place (Soldiers and Sailors Memorial),49261.0,Wightman St & Forbes Ave,Subscriber
5805,65941179,2019-03-22 19:15:00,2019-03-22 20:00:00,70671,2710,1019.0,42nd St & Butler St,1041.0,Fifth Ave & S Bouquet St,Customer
5806,65941860,2019-03-22 19:49:00,2019-03-22 19:54:00,70011,273,1033.0,Ivy St & Walnut St   ,1024.0,S Negley Ave & Baum Blvd,Subscriber
5807,65942147,2019-03-22 20:06:00,2019-03-22 20:13:00,70524,441,1013.0,Isabella St & Federal St (PNC Park),1005.0,Forbes Ave & Grant St,Subscriber
5808,65942153,2019-03-22 20:06:00,2019-03-22 20:13:00,70530,432,1013.0,Isabella St & Federal St (PNC Park),1005.0,Forbes Ave & Grant St,Subscriber
5809,65942943,2019-03-22 20:57:00,2019-03-22 21:10:00,70362,748,1034.0,Ellsworth Ave & N Neville St,1026.0,Penn Ave & S Whitfield St,Subscriber
5810,65943135,2019-03-22 21:12:00,2019-03-22 21:28:00,70558,969,1020.0,42nd & Penn Ave.,1032.0,Walnut St & College St,Subscriber
5811,65944156,2019-03-22 22:55:00,2019-03-22 23:12:00,70668,1006,1026.0,Penn Ave & S Whitfield St,1019.0,42nd St & Butler St,Subscriber
5812,65945182,2019-03-23 01:19:00,2019-03-23 01:40:00,70339,1243,1020.0,42nd & Penn Ave.,1028.0,Penn Ave & Putnam St (Bakery Square),Subscriber
5813,65945251,2019-03-23 01:26:00,2019-03-23 01:58:00,70328,1937,1060.0,Penn Ave and 29th St,1024.0,S Negley Ave & Baum Blvd,Customer
5814,65945272,2019-03-23 01:27:00,2019-03-23 01:35:00,70212,441,1000.0,Liberty Ave & Stanwix St,1056.0,Wood St & Sixth Ave,Customer
5815,65945330,2019-03-23 01:32:00,2019-03-23 01:43:00,70668,639,1019.0,42nd St & Butler St,1021.0,Taylor St & Liberty Ave,Subscriber
5816,65945372,2019-03-23 01:35:00,2019-03-23 01:58:00,70381,1347,1050.0,Healthy Ride Hub,1024.0,S Negley Ave & Baum Blvd,Customer
5817,65962569,2019-03-23 06:43:00,2019-03-23 06:46:00,70279,196,1062.0,S Winebiddle St & Penn Ave,1062.0,S Winebiddle St & Penn Ave,Subscriber
5818,65962770,2019-03-23 06:44:00,2019-03-23 06:53:00,70470,542,1062.0,S Winebiddle St & Penn Ave,1060.0,Penn Ave and 29th St,Customer
5819,65974489,2019-03-23 08:12:00,2019-03-23 08:13:00,70537,79,1023.0,Liberty Ave & Baum Blvd,1023.0,Liberty Ave & Baum Blvd,Subscriber
5820,65974750,2019-03-23 08:13:00,2019-03-23 09:03:00,70069,2983,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5821,65976548,2019-03-23 08:26:00,2019-03-23 08:27:00,70256,19,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5822,65978769,2019-03-23 08:41:00,2019-03-23 09:02:00,70399,1248,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5823,65983427,2019-03-23 09:13:00,2019-03-23 09:20:00,70465,429,1020.0,42nd & Penn Ave.,1025.0,Penn Ave & N Fairmount St,Subscriber
5824,65984569,2019-03-23 09:21:00,2019-03-23 09:31:00,70626,616,1003.0,First Ave & Smithfield St,49741.0,Washington Pl & Centre Ave,Customer
5825,65984858,2019-03-23 09:23:00,2019-03-23 09:32:00,70608,529,1003.0,First Ave & Smithfield St,49741.0,Washington Pl & Centre Ave,Customer
5826,65987805,2019-03-23 09:42:00,2019-03-23 13:22:00,70635,13177,1017.0,21st St & Penn Ave,1008.0,Centre Ave & PPG Paints Arena,Customer
5827,65987958,2019-03-23 09:43:00,2019-03-23 10:02:00,70104,1091,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5828,65988145,2019-03-23 09:45:00,2019-03-23 09:57:00,70394,758,49611.0,24th St & Smallman St,1008.0,Centre Ave & PPG Paints Arena,Customer
5829,65988153,2019-03-23 09:45:00,2019-03-23 09:58:00,70252,788,49611.0,24th St & Smallman St,1008.0,Centre Ave & PPG Paints Arena,Customer
5830,65988189,2019-03-23 09:45:00,2019-03-23 13:22:00,70503,13039,1017.0,21st St & Penn Ave,1008.0,Centre Ave & PPG Paints Arena,Customer
5831,65988191,2019-03-23 09:45:00,2019-03-23 13:23:00,70653,13049,1017.0,21st St & Penn Ave,1008.0,Centre Ave & PPG Paints Arena,Customer
5832,65988874,2019-03-23 09:50:00,2019-03-23 09:51:00,70611,77,49711.0,First Ave & Stanwix St,49711.0,First Ave & Stanwix St,Customer
5834,65989589,2019-03-23 09:54:00,2019-03-23 13:01:00,70424,11229,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),1047.0,S 22nd St & E Carson St,Subscriber
5835,65990089,2019-03-23 09:58:00,2019-03-23 11:45:00,70069,6456,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Subscriber
5836,65990264,2019-03-23 09:59:00,2019-03-23 10:12:00,70226,771,1023.0,Liberty Ave & Baum Blvd,1026.0,Penn Ave & S Whitfield St,Subscriber
5837,65990842,2019-03-23 10:03:00,2019-03-23 10:12:00,70440,532,1023.0,Liberty Ave & Baum Blvd,1026.0,Penn Ave & S Whitfield St,Subscriber
5838,65992664,2019-03-23 10:16:00,2019-03-23 10:20:00,70212,249,1056.0,Wood St & Sixth Ave,1009.0,12th St & Penn Ave,Subscriber
5839,65994263,2019-03-23 10:27:00,2019-03-23 10:28:00,70092,91,49641.0,11th St & Penn Ave,1009.0,12th St & Penn Ave,Subscriber
5841,65995160,2019-03-23 10:33:00,2019-03-23 11:05:00,70132,1900,1012.0,North Shore Trail & Fort Duquesne Bridge,49651.0,Grant St & Strawberry Way,Customer
5842,65995482,2019-03-23 10:36:00,2019-03-23 11:06:00,70567,1858,1088.0,Frazier St & Dawson St,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
5844,65996215,2019-03-23 10:41:00,2019-03-23 10:47:00,70624,375,1018.0,Butler St & Stanton Ave,1019.0,42nd St & Butler St,Subscriber
5845,65996878,2019-03-23 10:46:00,2019-03-23 12:28:00,70439,6157,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5846,65996960,2019-03-23 10:46:00,2019-03-23 12:29:00,70249,6165,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5847,65997018,2019-03-23 10:47:00,2019-03-23 10:50:00,70226,201,1026.0,Penn Ave & S Whitfield St,1026.0,Penn Ave & S Whitfield St,Subscriber
5848,65999400,2019-03-23 11:03:00,2019-03-23 11:25:00,70657,1301,1030.0,S Euclid Ave & Centre Ave,1030.0,S Euclid Ave & Centre Ave,Customer
5850,66004392,2019-03-23 11:39:00,2019-03-23 11:45:00,70491,352,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Subscriber
5851,66005202,2019-03-23 11:45:00,2019-03-23 15:28:00,70271,13370,1033.0,Ivy St & Walnut St   ,1066.0,N Homewood Ave & Finance St (Homewood Station),Customer
5852,66005404,2019-03-23 11:47:00,2019-03-23 12:06:00,70376,1124,1014.0,Ridge Ave & Brighton Rd (CCAC),1012.0,North Shore Trail & Fort Duquesne Bridge,Customer
5853,66006016,2019-03-23 11:52:00,2019-03-23 12:11:00,70461,1157,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Subscriber
5854,66006073,2019-03-23 11:52:00,2019-03-23 12:03:00,70229,639,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Subscriber
5855,66006853,2019-03-23 11:58:00,2019-03-23 12:50:00,70070,3100,1034.0,Ellsworth Ave & N Neville St,1045.0,S 27th St & Sidney St. (Southside Works),Customer
5856,66007025,2019-03-23 11:59:00,2019-03-23 12:50:00,70095,3060,1034.0,Ellsworth Ave & N Neville St,1045.0,S 27th St & Sidney St. (Southside Works),Customer
5857,66008426,2019-03-23 12:12:00,2019-03-24 09:16:00,70399,75890,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5858,66009162,2019-03-23 12:19:00,2019-03-23 13:29:00,70511,4209,1059.0,Burns White Center at 3 Crossings,1059.0,Burns White Center at 3 Crossings,Customer
5860,66010765,2019-03-23 12:36:00,2019-03-23 13:22:00,70502,2774,1004.0,First Ave & B St (T Station),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5861,66010819,2019-03-23 12:37:00,2019-03-23 13:21:00,70643,2658,1004.0,First Ave & B St (T Station),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5862,66011070,2019-03-23 12:39:00,2019-03-23 13:05:00,70161,1514,1021.0,Taylor St & Liberty Ave,1008.0,Centre Ave & PPG Paints Arena,Subscriber
5863,66011208,2019-03-23 12:41:00,2019-03-23 13:09:00,70068,1689,1066.0,N Homewood Ave & Finance St (Homewood Station),1033.0,Ivy St & Walnut St   ,Subscriber
5864,66012562,2019-03-23 12:57:00,2019-03-23 13:26:00,70152,1759,1047.0,S 22nd St & E Carson St,1047.0,S 22nd St & E Carson St,Customer
5865,66012642,2019-03-23 12:58:00,2019-03-23 13:20:00,70171,1316,1042.0,Centre Ave & Kirkpatrick St,49301.0,Centre Ave & N Craig St,Customer
5866,66012707,2019-03-23 12:59:00,2019-03-23 13:26:00,70242,1654,1047.0,S 22nd St & E Carson St,1047.0,S 22nd St & E Carson St,Customer
5867,66012783,2019-03-23 13:00:00,2019-03-23 14:30:00,70446,5406,1000.0,Liberty Ave & Stanwix St,1000.0,Liberty Ave & Stanwix St,Customer
5868,66012784,2019-03-23 13:00:00,2019-03-23 17:42:00,70258,16946,1000.0,Liberty Ave & Stanwix St,1000.0,Liberty Ave & Stanwix St,Customer
5869,66012786,2019-03-23 13:00:00,2019-03-24 09:15:00,70617,72936,1000.0,Liberty Ave & Stanwix St,1000.0,Liberty Ave & Stanwix St,Customer
5870,66013135,2019-03-23 13:04:00,2019-03-23 14:26:00,70462,4900,1000.0,Liberty Ave & Stanwix St,1000.0,Liberty Ave & Stanwix St,Customer
5871,66013159,2019-03-23 13:05:00,2019-03-23 13:18:00,70120,821,1032.0,Walnut St & College St,49351.0,Penn Ave at The Village at Eastside,Customer
5872,66013427,2019-03-23 13:08:00,2019-03-23 14:26:00,70500,4675,1000.0,Liberty Ave & Stanwix St,1000.0,Liberty Ave & Stanwix St,Customer
5873,66013978,2019-03-23 13:15:00,2019-03-23 13:34:00,70362,1146,1026.0,Penn Ave & S Whitfield St,1033.0,Ivy St & Walnut St   ,Customer
5874,66014033,2019-03-23 13:16:00,2019-03-23 14:26:00,70036,4224,1001.0,Forbes Ave & Market Square,1000.0,Liberty Ave & Stanwix St,Customer
5875,66014209,2019-03-23 13:18:00,2019-03-23 13:34:00,70245,984,1021.0,Taylor St & Liberty Ave,1016.0,17th St & Penn Ave,Customer
5876,66014294,2019-03-23 13:19:00,2019-03-23 14:38:00,70202,4769,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5877,66014400,2019-03-23 13:20:00,2019-03-23 13:43:00,70070,1405,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5879,66014669,2019-03-23 13:24:00,2019-03-23 13:34:00,70273,591,49621.0,14th St & Penn Ave,1016.0,17th St & Penn Ave,Customer
5880,66014673,2019-03-23 13:24:00,2019-03-23 13:33:00,70488,512,1037.0,Frew St & Schenley Dr,1037.0,Frew St & Schenley Dr,Subscriber
5881,66014698,2019-03-23 13:25:00,2019-03-23 13:49:00,70635,1487,1008.0,Centre Ave & PPG Paints Arena,1016.0,17th St & Penn Ave,Customer
5882,66014780,2019-03-23 13:26:00,2019-03-23 13:45:00,70503,1133,1008.0,Centre Ave & PPG Paints Arena,1016.0,17th St & Penn Ave,Customer
5883,66014904,2019-03-23 13:28:00,2019-03-23 13:43:00,70252,958,1008.0,Centre Ave & PPG Paints Arena,1016.0,17th St & Penn Ave,Customer
5884,66014986,2019-03-23 13:29:00,2019-03-24 12:03:00,70492,81221,1037.0,Frew St & Schenley Dr,49351.0,Penn Ave at The Village at Eastside,Customer
5886,66016024,2019-03-23 13:44:00,2019-03-23 15:14:00,70070,5426,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5887,66016172,2019-03-23 13:46:00,2019-03-23 15:15:00,70502,5331,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5888,66016261,2019-03-23 13:47:00,2019-03-23 14:25:00,70145,2260,1012.0,North Shore Trail & Fort Duquesne Bridge,1012.0,North Shore Trail & Fort Duquesne Bridge,Subscriber
5889,66016345,2019-03-23 13:49:00,2019-03-23 14:20:00,70605,1864,49601.0,Smallman St & 31st St,1013.0,Isabella St & Federal St (PNC Park),Customer
5890,66016395,2019-03-23 13:49:00,2019-03-23 14:18:00,70571,1714,49601.0,Smallman St & 31st St,1013.0,Isabella St & Federal St (PNC Park),Subscriber
5891,66016429,2019-03-23 13:50:00,2019-03-23 14:37:00,70249,2832,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5894,66017125,2019-03-23 14:00:00,2019-03-23 15:12:00,70275,4304,1039.0,Atwood St & Bates St,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
5895,66017187,2019-03-23 14:02:00,2019-03-23 14:25:00,70384,1402,1064.0,Frankstown Ave & E Liberty Blvd,1026.0,Penn Ave & S Whitfield St,Subscriber
5896,66017238,2019-03-23 14:02:00,2019-03-23 15:12:00,70325,4187,1039.0,Atwood St & Bates St,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
5899,66018753,2019-03-23 14:29:00,2019-03-23 15:01:00,70301,1902,1046.0,S 25th St & E Carson St,1046.0,S 25th St & E Carson St,Customer
5901,66019311,2019-03-23 14:39:00,2019-03-23 16:26:00,70448,6405,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5904,66019960,2019-03-23 14:53:00,2019-03-23 17:23:00,70036,9032,1000.0,Liberty Ave & Stanwix St,1001.0,Forbes Ave & Market Square,Customer
5905,66019963,2019-03-23 14:53:00,2019-03-23 17:23:00,70446,9012,1000.0,Liberty Ave & Stanwix St,1000.0,Liberty Ave & Stanwix St,Customer
5906,66020238,2019-03-23 14:58:00,2019-03-23 15:37:00,70439,2338,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
5907,66020271,2019-03-23 14:59:00,2019-03-23 15:45:00,70249,2741,1045.0,S 27th St & Sidney St. (Southside Works),1004.0,First Ave & B St (T Station),Customer
5908,66020325,2019-03-23 15:00:00,2019-03-23 15:44:00,70095,2658,1045.0,S 27th St & Sidney St. (Southside Works),1004.0,First Ave & B St (T Station),Customer
5909,66020540,2019-03-23 15:05:00,2019-03-23 15:14:00,70569,553,1004.0,First Ave & B St (T Station),1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
5910,66021700,2019-03-23 15:32:00,2019-03-23 16:45:00,70601,4410,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5911,66021704,2019-03-23 15:32:00,2019-03-23 16:46:00,70679,4441,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5912,66021938,2019-03-23 15:38:00,2019-03-23 16:15:00,70237,2183,1018.0,Butler St & Stanton Ave,1056.0,Wood St & Sixth Ave,Customer
5913,66021939,2019-03-23 15:38:00,2019-03-23 16:15:00,70221,2211,1018.0,Butler St & Stanton Ave,1056.0,Wood St & Sixth Ave,Customer
5914,66022021,2019-03-23 15:40:00,2019-03-23 15:43:00,70461,195,1020.0,42nd & Penn Ave.,1019.0,42nd St & Butler St,Subscriber
5915,66022146,2019-03-23 15:43:00,2019-03-23 15:57:00,70490,846,1001.0,Forbes Ave & Market Square,1008.0,Centre Ave & PPG Paints Arena,Subscriber
5916,66022187,2019-03-23 15:44:00,2019-03-23 16:08:00,70459,1451,1001.0,Forbes Ave & Market Square,1008.0,Centre Ave & PPG Paints Arena,Subscriber
5917,66022209,2019-03-23 15:45:00,2019-03-23 16:20:00,70145,2112,1012.0,North Shore Trail & Fort Duquesne Bridge,1000.0,Liberty Ave & Stanwix St,Customer
5918,66022306,2019-03-23 15:47:00,2019-03-23 16:17:00,70376,1761,1012.0,North Shore Trail & Fort Duquesne Bridge,1000.0,Liberty Ave & Stanwix St,Customer
5919,66022310,2019-03-23 15:48:00,2019-03-23 16:07:00,70279,1154,1062.0,S Winebiddle St & Penn Ave,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
5920,66022351,2019-03-23 15:49:00,2019-03-23 16:55:00,70530,3980,1005.0,Forbes Ave & Grant St,1099.0,Forbes Ave & S Craig St,Customer
5921,66022370,2019-03-23 15:49:00,2019-03-23 17:03:00,70428,4412,1015.0,Federal St & E North Ave,49881.0,Arch St & Jacksonia St,Customer
5922,66022378,2019-03-23 15:49:00,2019-03-23 16:00:00,70561,646,1033.0,Ivy St & Walnut St   ,49301.0,Centre Ave & N Craig St,Subscriber
5923,66022420,2019-03-23 15:51:00,2019-03-23 17:04:00,70260,4381,1015.0,Federal St & E North Ave,49881.0,Arch St & Jacksonia St,Customer
5924,66022421,2019-03-23 15:51:00,2019-03-23 16:08:00,70368,1029,1016.0,17th St & Penn Ave,49741.0,Washington Pl & Centre Ave,Customer
5925,66022441,2019-03-23 15:51:00,2019-03-23 16:12:00,70503,1268,1016.0,17th St & Penn Ave,49741.0,Washington Pl & Centre Ave,Customer
5926,66022455,2019-03-23 15:51:00,2019-03-23 16:08:00,70245,1021,1016.0,17th St & Penn Ave,1008.0,Centre Ave & PPG Paints Arena,Customer
5927,66022461,2019-03-23 15:52:00,2019-03-23 16:20:00,70161,1716,1008.0,Centre Ave & PPG Paints Arena,1021.0,Taylor St & Liberty Ave,Subscriber
5928,66022582,2019-03-23 15:55:00,2019-03-23 16:15:00,70226,1211,1026.0,Penn Ave & S Whitfield St,1020.0,42nd & Penn Ave.,Customer
5929,66022598,2019-03-23 15:55:00,2019-03-23 17:27:00,70192,5514,1038.0,Boulevard of the Allies & Parkview Ave,1045.0,S 27th St & Sidney St. (Southside Works),Customer
5930,66022602,2019-03-23 15:55:00,2019-03-23 16:06:00,70551,667,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1001.0,Forbes Ave & Market Square,Customer
5932,66022680,2019-03-23 15:57:00,2019-03-23 16:44:00,70217,2799,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5933,66022701,2019-03-23 15:57:00,2019-03-23 17:28:00,70305,5427,1038.0,Boulevard of the Allies & Parkview Ave,1045.0,S 27th St & Sidney St. (Southside Works),Customer
5934,66022763,2019-03-23 15:59:00,2019-03-23 16:14:00,70345,926,1033.0,Ivy St & Walnut St   ,1020.0,42nd & Penn Ave.,Customer
5935,66022826,2019-03-23 16:01:00,2019-03-23 17:03:00,70451,3727,49881.0,Arch St & Jacksonia St,49881.0,Arch St & Jacksonia St,Customer
5936,66023170,2019-03-23 16:11:00,2019-03-23 16:26:00,70580,933,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1048.0,S 18th St & Sidney St,Customer
5937,66023227,2019-03-23 16:12:00,2019-03-23 16:47:00,70389,2098,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5938,66023305,2019-03-23 16:15:00,2019-03-23 16:36:00,70359,1292,1049.0,S 12th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
5939,66023655,2019-03-23 16:25:00,2019-03-23 16:44:00,70020,1179,1050.0,Healthy Ride Hub,1050.0,Healthy Ride Hub,Customer
5940,66023675,2019-03-23 16:25:00,2019-03-23 16:34:00,70039,532,1021.0,Taylor St & Liberty Ave,1033.0,Ivy St & Walnut St   ,Customer
5941,66023932,2019-03-23 16:32:00,2019-03-23 16:54:00,70626,1319,49741.0,Washington Pl & Centre Ave,1016.0,17th St & Penn Ave,Customer
5942,66023939,2019-03-23 16:33:00,2019-03-23 16:55:00,70608,1327,49741.0,Washington Pl & Centre Ave,1016.0,17th St & Penn Ave,Customer
5945,66024530,2019-03-23 16:52:00,2019-03-23 17:55:00,70310,3793,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Customer
5946,66024553,2019-03-23 16:52:00,2019-03-23 17:55:00,70418,3764,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Customer
5947,66024680,2019-03-23 16:57:00,2019-03-23 17:55:00,70153,3500,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Customer
5948,66024689,2019-03-23 16:57:00,2019-03-23 18:08:00,70626,4281,1016.0,17th St & Penn Ave,1012.0,North Shore Trail & Fort Duquesne Bridge,Customer
5949,66024702,2019-03-23 16:57:00,2019-03-23 18:09:00,70273,4318,1016.0,17th St & Penn Ave,1012.0,North Shore Trail & Fort Duquesne Bridge,Customer
5950,66024931,2019-03-23 17:05:00,2019-03-23 17:30:00,70142,1482,1023.0,Liberty Ave & Baum Blvd,1008.0,Centre Ave & PPG Paints Arena,Customer
5951,66024968,2019-03-23 17:07:00,2019-03-23 17:08:00,70679,77,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
5952,66024973,2019-03-23 17:07:00,2019-03-23 17:09:00,70020,112,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
5954,66025024,2019-03-23 17:09:00,2019-03-23 18:20:00,70280,4255,1098.0,S Bellefield Ave & Filmore St,49661.0,Seventh Ave & Liberty Ave,Customer
5956,66025056,2019-03-23 17:10:00,2019-03-23 17:12:00,70679,164,1061.0,33rd St and Penn Ave,1061.0,33rd St and Penn Ave,Customer
5958,66025359,2019-03-23 17:20:00,2019-03-23 17:30:00,70519,573,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
5960,66025428,2019-03-23 17:23:00,2019-03-23 17:36:00,70669,804,1099.0,Forbes Ave & S Craig St,1033.0,Ivy St & Walnut St   ,Customer
5961,66025440,2019-03-23 17:23:00,2019-03-23 17:36:00,70610,773,1099.0,Forbes Ave & S Craig St,1033.0,Ivy St & Walnut St   ,Subscriber
5962,66025507,2019-03-23 17:26:00,2019-03-23 17:28:00,70555,115,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
5964,66025592,2019-03-23 17:29:00,2019-03-23 19:48:00,70019,8381,1046.0,S 25th St & E Carson St,1046.0,S 25th St & E Carson St,Customer
5965,66025611,2019-03-23 17:29:00,2019-03-23 19:48:00,70387,8342,1046.0,S 25th St & E Carson St,1046.0,S 25th St & E Carson St,Customer
5966,66025659,2019-03-23 17:31:00,2019-03-23 17:36:00,70000,348,1029.0,Alder St & S Highland Ave,1033.0,Ivy St & Walnut St   ,Subscriber
5967,66025693,2019-03-23 17:32:00,2019-03-23 17:55:00,70113,1373,1067.0,Hamilton Ave & N Lang Ave,1067.0,Hamilton Ave & N Lang Ave,Customer
5968,66025702,2019-03-23 17:32:00,2019-03-23 17:55:00,70082,1348,1067.0,Hamilton Ave & N Lang Ave,1067.0,Hamilton Ave & N Lang Ave,Customer
5970,66025976,2019-03-23 17:42:00,2019-03-23 18:27:00,70446,2709,1000.0,Liberty Ave & Stanwix St,1000.0,Liberty Ave & Stanwix St,Customer
5971,66026276,2019-03-23 17:54:00,2019-03-23 18:04:00,70045,606,49691.0,Liberty Ave & 6th St,49741.0,Washington Pl & Centre Ave,Customer
5972,66026280,2019-03-23 17:54:00,2019-03-23 18:03:00,70429,561,49691.0,Liberty Ave & 6th St,49741.0,Washington Pl & Centre Ave,Customer
5973,66026717,2019-03-23 18:10:00,2019-03-23 18:30:00,70066,1229,49621.0,14th St & Penn Ave,49661.0,Seventh Ave & Liberty Ave,Customer
5974,66026731,2019-03-23 18:11:00,2019-03-23 18:46:00,70654,2155,49621.0,14th St & Penn Ave,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
5975,66026733,2019-03-23 18:11:00,2019-03-23 18:19:00,70338,481,1002.0,Third Ave & Wood St,1002.0,Third Ave & Wood St,Subscriber
