,trip_id,start_time,stop_time,bike_id,trip_dur,from_station_id,from_station_name,to_station_id,to_station_name,usertype
195,64371425,2019-02-03 15:59:00,2019-02-03 16:44:00,70306,2731,1004.0,First Ave & B St (T Station),1004.0,First Ave & B St (T Station),Customer
196,64371426,2019-02-03 15:59:00,2019-02-03 16:44:00,70404,2727,1004.0,First Ave & B St (T Station),1004.0,First Ave & B St (T Station),Customer
197,64371438,2019-02-03 16:00:00,2019-02-03 16:09:00,70555,513,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1017.0,21st St & Penn Ave,Subscriber
198,64371470,2019-02-03 16:05:00,2019-02-03 17:31:00,70653,5182,1046.0,S 25th St & E Carson St,1046.0,S 25th St & E Carson St,Customer
199,64371483,2019-02-03 16:06:00,2019-02-03 17:31:00,70659,5094,1046.0,S 25th St & E Carson St,1046.0,S 25th St & E Carson St,Customer
200,64371562,2019-02-03 16:20:00,2019-02-03 17:01:00,70364,2478,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
201,64371565,2019-02-03 16:20:00,2019-02-03 16:28:00,70608,497,1016.0,17th St & Penn Ave,49661.0,Seventh Ave & Liberty Ave,Subscriber
202,64371678,2019-02-03 16:42:00,2019-02-03 17:14:00,70329,1942,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
203,64371747,2019-02-03 16:55:00,2019-02-03 17:05:00,70212,624,1035.0,Fifth Ave & S Dithridge St,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
205,64371790,2019-02-03 17:04:00,2019-02-03 17:29:00,70391,1491,1016.0,17th St & Penn Ave,1015.0,Federal St & E North Ave,Customer
206,64371791,2019-02-03 17:04:00,2019-02-03 17:29:00,70143,1506,1016.0,17th St & Penn Ave,1015.0,Federal St & E North Ave,Customer
208,64371810,2019-02-03 17:08:00,2019-02-03 17:41:00,70212,1964,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
209,64371824,2019-02-03 17:10:00,2019-02-03 17:23:00,70687,783,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),49301.0,Centre Ave & N Craig St,Subscriber
210,64371834,2019-02-03 17:13:00,2019-02-03 17:19:00,70179,379,1016.0,17th St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
211,64371916,2019-02-03 17:30:00,2019-02-03 18:06:00,70614,2140,1001.0,Forbes Ave & Market Square,1054.0,Smithfield St & Fourth Ave,Customer
212,64371941,2019-02-03 17:35:00,2019-02-04 18:20:00,70328,89076,1001.0,Forbes Ave & Market Square,1001.0,Forbes Ave & Market Square,Customer
213,64371986,2019-02-03 17:48:00,2019-02-03 17:57:00,70648,547,1049.0,S 12th St & E Carson St,1046.0,S 25th St & E Carson St,Subscriber
214,64372007,2019-02-03 17:53:00,2019-02-03 18:31:00,70415,2256,49561.0,Butler St & 48th St,49951.0,Butler St & 36th St,Customer
217,64372092,2019-02-03 18:16:00,2019-02-03 18:27:00,70242,630,1032.0,Walnut St & College St,1033.0,Ivy St & Walnut St   ,Subscriber
219,64372104,2019-02-03 18:22:00,2019-02-03 18:27:00,70150,309,1032.0,Walnut St & College St,1033.0,Ivy St & Walnut St   ,Customer
220,64372139,2019-02-03 18:34:00,2019-02-03 18:55:00,70204,1251,1030.0,S Euclid Ave & Centre Ave,1017.0,21st St & Penn Ave,Customer
221,64372145,2019-02-03 18:35:00,2019-02-03 18:41:00,70119,342,1048.0,S 18th St & Sidney St,1046.0,S 25th St & E Carson St,Subscriber
223,64372151,2019-02-03 18:39:00,2019-02-03 18:47:00,70187,462,1093.0,S Bouquet Ave & Sennott St,1038.0,Boulevard of the Allies & Parkview Ave,Subscriber
224,64372255,2019-02-03 19:30:00,2019-02-03 19:37:00,70119,427,1046.0,S 25th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
225,64372334,2019-02-03 20:10:00,2019-02-03 20:16:00,70583,330,49301.0,Centre Ave & N Craig St,1023.0,Liberty Ave & Baum Blvd,Customer
226,64372387,2019-02-03 20:35:00,2019-02-03 20:55:00,70153,1195,1021.0,Taylor St & Liberty Ave,1099.0,Forbes Ave & S Craig St,Customer
227,64372409,2019-02-03 20:49:00,2019-02-03 20:53:00,70242,251,1033.0,Ivy St & Walnut St   ,1032.0,Walnut St & College St,Customer
228,64372517,2019-02-03 22:10:00,2019-02-03 22:15:00,70091,277,1033.0,Ivy St & Walnut St   ,1029.0,Alder St & S Highland Ave,Subscriber
229,64372527,2019-02-03 22:12:00,2019-02-03 22:22:00,70191,587,1007.0,Stevenson St & Forbes Ave,1047.0,S 22nd St & E Carson St,Subscriber
230,64374061,2019-02-04 02:18:00,2019-02-04 02:49:00,70005,1820,1041.0,Fifth Ave & S Bouquet St,1048.0,S 18th St & Sidney St,Subscriber
231,64376812,2019-02-04 04:43:00,2019-02-04 04:49:00,70078,343,1038.0,Boulevard of the Allies & Parkview Ave,1037.0,Frew St & Schenley Dr,Subscriber
232,64377518,2019-02-04 05:27:00,2019-02-04 05:45:00,70631,1122,49441.0,Roup Ave & Friendship Ave,1001.0,Forbes Ave & Market Square,Subscriber
233,64379030,2019-02-04 06:54:00,2019-02-04 07:09:00,70474,900,49611.0,24th St & Smallman St,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
234,64379394,2019-02-04 07:12:00,2019-02-04 07:22:00,70616,602,49611.0,24th St & Smallman St,49691.0,Liberty Ave & 6th St,Subscriber
235,64379489,2019-02-04 07:17:00,2019-02-04 07:28:00,70272,646,1037.0,Frew St & Schenley Dr,1038.0,Boulevard of the Allies & Parkview Ave,Subscriber
236,64380331,2019-02-04 07:56:00,2019-02-04 07:56:00,70631,11,1001.0,Forbes Ave & Market Square,1001.0,Forbes Ave & Market Square,Subscriber
237,64380528,2019-02-04 08:03:00,2019-02-04 08:30:00,70259,1633,1047.0,S 22nd St & E Carson St,1013.0,Isabella St & Federal St (PNC Park),Subscriber
238,64380663,2019-02-04 08:10:00,2019-02-04 08:25:00,70151,866,1047.0,S 22nd St & E Carson St,1003.0,First Ave & Smithfield St,Subscriber
239,64380742,2019-02-04 08:14:00,2019-02-04 08:23:00,70223,583,1015.0,Federal St & E North Ave,1001.0,Forbes Ave & Market Square,Subscriber
240,64380832,2019-02-04 08:17:00,2019-02-04 08:25:00,70682,494,1049.0,S 12th St & E Carson St,1004.0,First Ave & B St (T Station),Subscriber
241,64380924,2019-02-04 08:21:00,2019-02-04 08:32:00,70391,683,1015.0,Federal St & E North Ave,1056.0,Wood St & Sixth Ave,Subscriber
242,64381639,2019-02-04 08:55:00,2019-02-04 09:26:00,70249,1854,1004.0,First Ave & B St (T Station),1099.0,Forbes Ave & S Craig St,Subscriber
243,64381746,2019-02-04 09:00:00,2019-02-04 09:11:00,70527,670,1049.0,S 12th St & E Carson St,49731.0,Ross St & Fourth Ave,Subscriber
244,64381846,2019-02-04 09:04:00,2019-02-04 09:22:00,70454,1073,1048.0,S 18th St & Sidney St,1001.0,Forbes Ave & Market Square,Customer
245,64381896,2019-02-04 09:07:00,2019-02-04 09:16:00,70664,543,49951.0,Butler St & 36th St,1059.0,Burns White Center at 3 Crossings,Subscriber
247,64382514,2019-02-04 09:36:00,2019-02-04 09:41:00,70418,288,1024.0,S Negley Ave & Baum Blvd,1026.0,Penn Ave & S Whitfield St,Subscriber
248,64382820,2019-02-04 09:51:00,2019-02-04 09:59:00,70501,492,1000.0,Liberty Ave & Stanwix St,1009.0,12th St & Penn Ave,Subscriber
249,64382908,2019-02-04 09:54:00,2019-02-04 10:00:00,70191,336,1047.0,S 22nd St & E Carson St,1045.0,S 27th St & Sidney St. (Southside Works),Customer
250,64382944,2019-02-04 09:56:00,2019-02-04 10:04:00,70272,461,1038.0,Boulevard of the Allies & Parkview Ave,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
251,64383204,2019-02-04 10:07:00,2019-02-04 10:08:00,70056,50,1050.0,Healthy Ride Hub,1061.0,33rd St and Penn Ave,Customer
252,64383736,2019-02-04 10:31:00,2019-02-04 10:33:00,70416,145,1020.0,42nd & Penn Ave.,1019.0,42nd St & Butler St,Subscriber
253,64383952,2019-02-04 10:40:00,2019-02-04 10:56:00,70418,950,1026.0,Penn Ave & S Whitfield St,1021.0,Taylor St & Liberty Ave,Subscriber
254,64384005,2019-02-04 10:43:00,2019-02-04 10:56:00,70002,766,1021.0,Taylor St & Liberty Ave,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
255,64384198,2019-02-04 10:52:00,2019-02-04 11:00:00,70540,503,1027.0,Shady Ave & Ellsworth Ave,1023.0,Liberty Ave & Baum Blvd,Subscriber
256,64384875,2019-02-04 11:18:00,2019-02-04 11:33:00,70211,904,49771.0,Fifth Ave & Jumonville St,1001.0,Forbes Ave & Market Square,Subscriber
257,64385083,2019-02-04 11:26:00,2019-02-04 11:38:00,70501,743,1009.0,12th St & Penn Ave,1060.0,Penn Ave and 29th St,Subscriber
258,64385093,2019-02-04 11:26:00,2019-02-04 11:53:00,70154,1642,1000.0,Liberty Ave & Stanwix St,1017.0,21st St & Penn Ave,Customer
259,64385185,2019-02-04 11:30:00,2019-02-04 11:54:00,70543,1431,1000.0,Liberty Ave & Stanwix St,1017.0,21st St & Penn Ave,Customer
260,64385327,2019-02-04 11:35:00,2019-02-04 11:39:00,70631,196,1001.0,Forbes Ave & Market Square,49671.0,9th St & Penn Ave,Subscriber
261,64385452,2019-02-04 11:39:00,2019-02-04 11:44:00,70527,253,49731.0,Ross St & Fourth Ave,1004.0,First Ave & B St (T Station),Customer
263,64385470,2019-02-04 11:40:00,2019-02-04 11:49:00,70280,518,1059.0,Burns White Center at 3 Crossings,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
264,64385542,2019-02-04 11:43:00,2019-02-04 11:55:00,70237,770,1021.0,Taylor St & Liberty Ave,1017.0,21st St & Penn Ave,Subscriber
265,64385573,2019-02-04 11:43:00,2019-02-04 12:38:00,70286,3278,1012.0,North Shore Trail & Fort Duquesne Bridge,1012.0,North Shore Trail & Fort Duquesne Bridge,Customer
266,64385574,2019-02-04 11:43:00,2019-02-04 13:00:00,70677,4598,1012.0,North Shore Trail & Fort Duquesne Bridge,1012.0,North Shore Trail & Fort Duquesne Bridge,Customer
267,64385575,2019-02-04 11:43:00,2019-02-04 12:59:00,70689,4565,1012.0,North Shore Trail & Fort Duquesne Bridge,1012.0,North Shore Trail & Fort Duquesne Bridge,Customer
268,64385670,2019-02-04 11:46:00,2019-02-04 11:55:00,70391,503,1056.0,Wood St & Sixth Ave,1016.0,17th St & Penn Ave,Subscriber
269,64385847,2019-02-04 11:52:00,2019-02-04 12:38:00,70229,2749,1012.0,North Shore Trail & Fort Duquesne Bridge,1012.0,North Shore Trail & Fort Duquesne Bridge,Customer
270,64385864,2019-02-04 11:52:00,2019-02-04 12:15:00,70416,1325,1019.0,42nd St & Butler St,49661.0,Seventh Ave & Liberty Ave,Subscriber
271,64385969,2019-02-04 11:57:00,2019-02-04 13:02:00,70619,3916,1012.0,North Shore Trail & Fort Duquesne Bridge,1012.0,North Shore Trail & Fort Duquesne Bridge,Customer
273,64386277,2019-02-04 12:07:00,2019-02-04 13:12:00,70191,3902,1045.0,S 27th St & Sidney St. (Southside Works),1013.0,Isabella St & Federal St (PNC Park),Customer
274,64386485,2019-02-04 12:14:00,2019-02-04 12:30:00,70647,921,1062.0,S Winebiddle St & Penn Ave,1062.0,S Winebiddle St & Penn Ave,Customer
275,64386583,2019-02-04 12:18:00,2019-02-04 13:08:00,70364,3003,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
277,64386810,2019-02-04 12:27:00,2019-02-04 12:38:00,70480,663,1061.0,33rd St and Penn Ave,49641.0,11th St & Penn Ave,Customer
278,64386886,2019-02-04 12:29:00,2019-02-04 12:40:00,70524,604,49601.0,Smallman St & 31st St,49621.0,14th St & Penn Ave,Subscriber
279,64386939,2019-02-04 12:31:00,2019-02-04 12:55:00,70204,1387,1017.0,21st St & Penn Ave,1021.0,Taylor St & Liberty Ave,Subscriber
280,64387003,2019-02-04 12:34:00,2019-02-04 13:13:00,70664,2342,1059.0,Burns White Center at 3 Crossings,1001.0,Forbes Ave & Market Square,Subscriber
281,64387006,2019-02-04 12:34:00,2019-02-04 12:38:00,70454,264,1001.0,Forbes Ave & Market Square,1003.0,First Ave & Smithfield St,Subscriber
282,64387034,2019-02-04 12:35:00,2019-02-04 13:07:00,70179,1937,1000.0,Liberty Ave & Stanwix St,1017.0,21st St & Penn Ave,Customer
283,64387048,2019-02-04 12:36:00,2019-02-04 12:52:00,70667,1009,1059.0,Burns White Center at 3 Crossings,1001.0,Forbes Ave & Market Square,Subscriber
284,64387085,2019-02-04 12:37:00,2019-02-04 12:43:00,70397,362,49261.0,Wightman St & Forbes Ave,49251.0,Schenley Dr & Forbes Ave,Customer
285,64387146,2019-02-04 12:39:00,2019-02-04 12:43:00,70429,233,1059.0,Burns White Center at 3 Crossings,1060.0,Penn Ave and 29th St,Subscriber
286,64387238,2019-02-04 12:42:00,2019-02-04 12:47:00,70536,299,49251.0,Schenley Dr & Forbes Ave,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
287,64387246,2019-02-04 12:43:00,2019-02-04 12:51:00,70237,503,1017.0,21st St & Penn Ave,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
288,64387314,2019-02-04 12:45:00,2019-02-04 13:00:00,70154,870,1017.0,21st St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Customer
289,64387316,2019-02-04 12:45:00,2019-02-04 12:59:00,70543,851,1017.0,21st St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Customer
290,64387373,2019-02-04 12:47:00,2019-02-04 12:58:00,70647,651,1062.0,S Winebiddle St & Penn Ave,1026.0,Penn Ave & S Whitfield St,Customer
291,64387475,2019-02-04 12:52:00,2019-02-04 12:58:00,70040,405,49691.0,Liberty Ave & 6th St,1013.0,Isabella St & Federal St (PNC Park),Subscriber
292,64387500,2019-02-04 12:53:00,2019-02-04 13:05:00,70409,693,1017.0,21st St & Penn Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
293,64387631,2019-02-04 12:58:00,2019-02-04 13:03:00,70038,283,1060.0,Penn Ave and 29th St,1059.0,Burns White Center at 3 Crossings,Subscriber
294,64387754,2019-02-04 13:04:00,2019-02-04 13:10:00,70545,371,49711.0,First Ave & Stanwix St,1004.0,First Ave & B St (T Station),Subscriber
295,64387788,2019-02-04 13:05:00,2019-02-04 13:17:00,70555,712,1016.0,17th St & Penn Ave,49691.0,Liberty Ave & 6th St,Subscriber
296,64387965,2019-02-04 13:12:00,2019-02-04 13:26:00,70667,889,1001.0,Forbes Ave & Market Square,1059.0,Burns White Center at 3 Crossings,Subscriber
297,64387989,2019-02-04 13:13:00,2019-02-04 13:27:00,70211,848,1001.0,Forbes Ave & Market Square,1059.0,Burns White Center at 3 Crossings,Customer
298,64388480,2019-02-04 13:39:00,2019-02-04 13:43:00,70511,222,1093.0,S Bouquet Ave & Sennott St,1093.0,S Bouquet Ave & Sennott St,Subscriber
299,64388483,2019-02-04 13:39:00,2019-02-04 13:56:00,70510,1010,1069.0,Beacon St & Murray Ave,1093.0,S Bouquet Ave & Sennott St,Subscriber
300,64388688,2019-02-04 13:50:00,2019-02-04 14:10:00,70590,1169,1000.0,Liberty Ave & Stanwix St,49691.0,Liberty Ave & 6th St,Subscriber
302,64388780,2019-02-04 13:56:00,2019-02-04 14:22:00,70647,1574,1026.0,Penn Ave & S Whitfield St,1041.0,Fifth Ave & S Bouquet St,Subscriber
305,64389044,2019-02-04 14:11:00,2019-02-04 15:21:00,70470,4209,1018.0,Butler St & Stanton Ave,1018.0,Butler St & Stanton Ave,Customer
306,64389055,2019-02-04 14:12:00,2019-02-04 14:25:00,70502,781,49731.0,Ross St & Fourth Ave,1015.0,Federal St & E North Ave,Subscriber
307,64389122,2019-02-04 14:16:00,2019-02-04 16:32:00,70662,8154,1018.0,Butler St & Stanton Ave,1018.0,Butler St & Stanton Ave,Customer
308,64389169,2019-02-04 14:19:00,2019-02-04 15:23:00,70354,3846,1018.0,Butler St & Stanton Ave,1018.0,Butler St & Stanton Ave,Customer
310,64389343,2019-02-04 14:30:00,2019-02-04 14:51:00,70609,1267,1028.0,Penn Ave & Putnam St (Bakery Square),1019.0,42nd St & Butler St,Subscriber
312,64389394,2019-02-04 14:33:00,2019-02-04 14:46:00,70250,767,1010.0,10th St & Penn Ave (David L. Lawrence Convention Center),1061.0,33rd St and Penn Ave,Subscriber
313,64389395,2019-02-04 14:33:00,2019-02-04 14:48:00,70502,905,1015.0,Federal St & E North Ave,49731.0,Ross St & Fourth Ave,Subscriber
314,64389509,2019-02-04 14:42:00,2019-02-04 14:43:00,70252,56,1061.0,33rd St and Penn Ave,1061.0,33rd St and Penn Ave,Customer
315,64389546,2019-02-04 14:45:00,2019-02-04 14:50:00,70648,342,1046.0,S 25th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
316,64389551,2019-02-04 14:45:00,2019-02-04 14:59:00,70329,834,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),1031.0,Maryland Ave & Ellsworth Ave,Subscriber
317,64389553,2019-02-04 14:45:00,2019-02-04 14:54:00,70519,495,1015.0,Federal St & E North Ave,49691.0,Liberty Ave & 6th St,Subscriber
318,64389661,2019-02-04 14:53:00,2019-02-04 14:57:00,70537,198,1005.0,Forbes Ave & Grant St,1004.0,First Ave & B St (T Station),Subscriber
319,64389725,2019-02-04 14:59:00,2019-02-04 15:05:00,70369,404,1038.0,Boulevard of the Allies & Parkview Ave,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
320,64389912,2019-02-04 15:13:00,2019-02-04 15:17:00,70419,220,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),1038.0,Boulevard of the Allies & Parkview Ave,Subscriber
322,64390080,2019-02-04 15:29:00,2019-02-04 15:41:00,70398,704,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),49611.0,24th St & Smallman St,Subscriber
323,64390109,2019-02-04 15:32:00,2019-02-04 15:34:00,70332,75,1046.0,S 25th St & E Carson St,1046.0,S 25th St & E Carson St,Subscriber
324,64390121,2019-02-04 15:34:00,2019-02-04 15:45:00,70552,678,1046.0,S 25th St & E Carson St,1048.0,S 18th St & Sidney St,Subscriber
325,64390138,2019-02-04 15:36:00,2019-02-04 15:54:00,70223,1109,49691.0,Liberty Ave & 6th St,1045.0,S 27th St & Sidney St. (Southside Works),Subscriber
326,64390178,2019-02-04 15:40:00,2019-02-04 16:28:00,70016,2896,1045.0,S 27th St & Sidney St. (Southside Works),1045.0,S 27th St & Sidney St. (Southside Works),Customer
327,64390209,2019-02-04 15:44:00,2019-02-04 16:47:00,70648,3791,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Customer
328,64390213,2019-02-04 15:45:00,2019-02-04 16:47:00,70072,3719,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Customer
329,64390216,2019-02-04 15:45:00,2019-02-04 16:47:00,70233,3715,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Customer
330,64390232,2019-02-04 15:47:00,2019-02-04 15:57:00,70596,613,1069.0,Beacon St & Murray Ave,1033.0,Ivy St & Walnut St   ,Subscriber
331,64390235,2019-02-04 15:47:00,2019-02-04 16:34:00,70571,2819,1039.0,Atwood St & Bates St,1039.0,Atwood St & Bates St,Customer
332,64390238,2019-02-04 15:48:00,2019-02-04 16:35:00,70574,2812,1039.0,Atwood St & Bates St,1039.0,Atwood St & Bates St,Customer
333,64390327,2019-02-04 15:56:00,2019-02-04 15:58:00,70251,74,1061.0,33rd St and Penn Ave,1061.0,33rd St and Penn Ave,Customer
334,64390331,2019-02-04 15:58:00,2019-02-04 16:09:00,70656,653,49601.0,Smallman St & 31st St,1018.0,Butler St & Stanton Ave,Subscriber
335,64390381,2019-02-04 16:03:00,2019-02-04 16:15:00,70577,755,1094.0,O'Hara St & Desoto St,1031.0,Maryland Ave & Ellsworth Ave,Subscriber
337,64390424,2019-02-04 16:08:00,2019-02-04 16:15:00,70616,428,49691.0,Liberty Ave & 6th St,1016.0,17th St & Penn Ave,Subscriber
339,64390477,2019-02-04 16:15:00,2019-02-04 16:25:00,70247,609,49731.0,Ross St & Fourth Ave,1000.0,Liberty Ave & Stanwix St,Subscriber
340,64390483,2019-02-04 16:15:00,2019-02-04 16:25:00,70537,584,1004.0,First Ave & B St (T Station),1049.0,S 12th St & E Carson St,Subscriber
341,64390484,2019-02-04 16:15:00,2019-02-04 16:19:00,70295,233,1026.0,Penn Ave & S Whitfield St,1024.0,S Negley Ave & Baum Blvd,Subscriber
342,64390534,2019-02-04 16:21:00,2019-02-04 16:24:00,70616,230,1016.0,17th St & Penn Ave,49611.0,24th St & Smallman St,Subscriber
343,64390537,2019-02-04 16:21:00,2019-02-04 17:19:00,70392,3488,1063.0,Penn Ave & N Atlantic Ave,1061.0,33rd St and Penn Ave,Customer
344,64390547,2019-02-04 16:22:00,2019-02-04 16:42:00,70525,1234,49641.0,11th St & Penn Ave,1018.0,Butler St & Stanton Ave,Customer
345,64390611,2019-02-04 16:31:00,2019-02-04 16:40:00,70316,513,1023.0,Liberty Ave & Baum Blvd,1027.0,Shady Ave & Ellsworth Ave,Subscriber
346,64390637,2019-02-04 16:34:00,2019-02-04 18:35:00,70003,7254,1025.0,Penn Ave & N Fairmount St,1022.0,Liberty Ave & S Millvale Ave (West Penn Hospital),Customer
347,64390652,2019-02-04 16:36:00,2019-02-04 16:50:00,70631,829,49671.0,9th St & Penn Ave,1060.0,Penn Ave and 29th St,Customer
348,64390659,2019-02-04 16:37:00,2019-02-04 16:56:00,70020,1114,1006.0,Ross St & Sixth Ave (Steel Plaza T Station),1045.0,S 27th St & Sidney St. (Southside Works),Subscriber
349,64390705,2019-02-04 16:43:00,2019-02-04 17:37:00,70428,3240,1002.0,Third Ave & Wood St,1033.0,Ivy St & Walnut St   ,Subscriber
350,64390736,2019-02-04 16:47:00,2019-02-04 17:43:00,70272,3345,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
351,64390739,2019-02-04 16:48:00,2019-02-04 17:45:00,70002,3409,1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),1095.0,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
353,64390767,2019-02-04 16:52:00,2019-02-04 17:44:00,70072,3104,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Customer
354,64390778,2019-02-04 16:53:00,2019-02-04 17:41:00,70648,2915,1048.0,S 18th St & Sidney St,1048.0,S 18th St & Sidney St,Customer
355,64390790,2019-02-04 16:55:00,2019-02-04 17:42:00,70116,2845,1003.0,First Ave & Smithfield St,1004.0,First Ave & B St (T Station),Customer
356,64390791,2019-02-04 16:55:00,2019-02-04 17:11:00,70673,967,1003.0,First Ave & Smithfield St,1003.0,First Ave & Smithfield St,Subscriber
357,64390802,2019-02-04 16:57:00,2019-02-04 17:40:00,70264,2622,1003.0,First Ave & Smithfield St,1004.0,First Ave & B St (T Station),Customer
358,64390818,2019-02-04 16:59:00,2019-02-05 03:02:00,70323,36200,1000.0,Liberty Ave & Stanwix St,1000.0,Liberty Ave & Stanwix St,Customer
359,64390820,2019-02-04 16:59:00,2019-02-04 20:37:00,70277,13068,1003.0,First Ave & Smithfield St,1003.0,First Ave & Smithfield St,Customer
360,64390823,2019-02-04 16:59:00,2019-02-04 17:39:00,70154,2380,1000.0,Liberty Ave & Stanwix St,1049.0,S 12th St & E Carson St,Customer
361,64390832,2019-02-04 17:00:00,2019-02-04 17:39:00,70543,2350,1000.0,Liberty Ave & Stanwix St,1049.0,S 12th St & E Carson St,Customer
362,64390841,2019-02-04 17:01:00,2019-02-04 17:06:00,70246,288,1037.0,Frew St & Schenley Dr,1036.0,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
363,64390845,2019-02-04 17:02:00,2019-02-04 17:39:00,70247,2211,1000.0,Liberty Ave & Stanwix St,1049.0,S 12th St & E Carson St,Customer
365,64390868,2019-02-04 17:05:00,2019-02-04 17:29:00,70647,1445,1041.0,Fifth Ave & S Bouquet St,1029.0,Alder St & S Highland Ave,Subscriber
366,64390901,2019-02-04 17:08:00,2019-02-04 17:24:00,70509,909,1007.0,Stevenson St & Forbes Ave,1041.0,Fifth Ave & S Bouquet St,Subscriber
